"","data","stato","codice_regione","denominazione_regione","lat","long","ricoverati_con_sintomi","terapia_intensiva","totale_ospedalizzati","isolamento_domiciliare","totale_positivi","variazione_totale_positivi","nuovi_positivi","dimessi_guariti","deceduti","totale_casi","tamponi","note_it","note_en"
"1","2020-02-24T18:00:00","ITA",12,"Lazio",41.89277044,12.48366722,1,1,2,0,2,0,2,1,0,3,124,"",""
"2","2020-02-25T18:00:00","ITA",12,"Lazio",41.89277044,12.48366722,1,1,2,0,2,0,0,1,0,3,124,"",""
"3","2020-02-26T18:00:00","ITA",12,"Lazio",41.89277044,12.48366722,0,0,0,0,0,-2,0,3,0,3,124,"",""
"4","2020-02-27T18:00:00","ITA",12,"Lazio",41.89277044,12.48366722,0,0,0,0,0,0,0,3,0,3,552,"",""
"5","2020-02-28T18:00:00","ITA",12,"Lazio",41.89277044,12.48366722,0,0,0,0,0,0,0,3,0,3,611,"",""
"6","2020-02-29T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,3,0,3,0,3,3,3,3,0,6,679,"",""
"7","2020-03-01T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,3,0,3,0,3,0,0,3,0,6,724,"",""
"8","2020-03-02T18:00:00","ITA",12,"Lazio",41.89277044,12.48366722,3,0,3,1,4,1,1,3,0,7,773,"",""
"9","2020-03-03T18:00:00","ITA",12,"Lazio",41.89277044,12.48366722,10,0,10,1,11,7,7,3,0,14,877,"",""
"10","2020-03-04T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,15,3,18,9,27,16,16,3,0,30,995,"",""
"11","2020-03-05T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,20,7,27,14,41,14,14,3,0,44,1175,"",""
"12","2020-03-06T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,26,8,34,16,50,9,10,3,1,54,1373,"",""
"13","2020-03-07T18:00:00","ITA",12,"Lazio",41.89277044,12.48366722,43,8,51,21,72,22,22,3,1,76,1582,"",""
"14","2020-03-08T18:00:00","ITA",12,"Lazio",41.89277044,12.48366722,47,8,55,26,81,9,11,3,3,87,1929,"",""
"15","2020-03-09T18:00:00","ITA",12,"Lazio",41.89277044,12.48366722,55,8,63,31,94,13,15,3,5,102,1929,"",""
"16","2020-03-10T18:00:00","ITA",12,"Lazio",41.89277044,12.48366722,50,15,65,34,99,5,14,11,6,116,3591,"",""
"17","2020-03-11T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,67,18,85,40,125,26,34,19,6,150,3591,"",""
"18","2020-03-12T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,85,20,105,67,172,47,50,19,9,200,5592,"",""
"19","2020-03-13T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,122,24,146,96,242,70,77,24,11,277,6491,"",""
"20","2020-03-14T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,181,25,206,114,320,78,80,24,13,357,7335,"",""
"21","2020-03-15T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,223,31,254,142,396,76,79,24,16,436,8345,"",""
"22","2020-03-16T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,267,31,298,174,472,76,87,32,19,523,9330,"",""
"23","2020-03-17T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,314,44,358,192,550,78,84,34,23,607,9436,"",""
"24","2020-03-18T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,374,44,418,232,650,100,117,42,32,724,11145,"",""
"25","2020-03-19T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,426,45,471,270,741,91,99,44,38,823,11145,"",""
"26","2020-03-20T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,537,47,584,328,912,171,185,53,43,1008,13889,"",""
"27","2020-03-21T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,591,70,661,425,1086,174,182,54,50,1190,13889,"",""
"28","2020-03-22T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,671,79,750,522,1272,186,193,58,53,1383,17845,"",""
"29","2020-03-23T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,718,96,814,600,1414,142,157,63,63,1540,18371,"",""
"30","2020-03-24T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,747,94,841,704,1545,131,188,103,80,1728,18371,"",""
"31","2020-03-25T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,805,101,906,769,1675,130,173,131,95,1901,20669,"",""
"32","2020-03-26T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,878,113,991,844,1835,160,195,155,106,2096,22771,"",""
"33","2020-03-27T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,992,126,1118,895,2013,178,199,164,118,2295,24106,"",""
"34","2020-03-28T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,985,133,1118,1063,2181,168,210,200,124,2505,27179,"",""
"35","2020-03-29T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,1062,133,1195,1167,2362,181,201,208,136,2706,27744,"",""
"36","2020-03-30T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,1079,154,1233,1264,2497,135,208,267,150,2914,32846,"",""
"37","2020-03-31T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,1127,173,1300,1342,2642,145,181,291,162,3095,34677,"",""
"38","2020-04-01T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,1131,177,1308,1450,2758,116,169,337,169,3264,35810,"",""
"39","2020-04-02T17:00:00","ITA",12,"Lazio",41.89277044,12.48366722,1169,181,1350,1529,2879,121,169,369,185,3433,41575,"",""
